l_knee_rotation,r_knee_rotation,waist_bending,upper_body_bending
-4.735911922127965,-5.579069230965293,-11.428416234543485,-22.608174038761984
-4.785467139187981,-5.00265825853287,-24.977573519852925,-16.775025929271273
-4.81965147483544,-4.433862831783528,-37.25910775708381,-10.942472488017536
-4.775702385316883,-3.8563149879985708,-47.52142631337597,-5.644283756946128
-4.590547301725434,-3.2579504800438035,-55.37950951281758,-1.340410984228533
-4.213192209109158,-2.6342100605611396,-60.730659179930974,1.6774574686773243
-3.6159046599628306,-1.989718329530114,-63.67259705293753,3.302505571999773
-2.7991295970547205,-1.3381862893479681,-64.44137498839288,3.5807003208377406
-1.7885102005869522,-0.7004688751477243,-63.37908220121895,2.672880250235161
-0.6269467259561343,-0.10097262599309915,-60.9260287437305,0.8281011722758265
0.6336027917161914,0.43701250833264177,-57.616583662806846,-1.6392496313351768
1.937743303731947,0.8960658543108914,-54.05581105801001,-4.3815271580589545
3.229909839242723,1.268267281078081,-50.866674210904876,-7.0612192157203815
4.457178704231845,1.5567659682761117,-48.61470257232821,-9.39398224473632
5.573149448150992,1.7750743716630732,-47.72532505832858,-11.176643060752662
6.5429265898375775,1.9446465116799188,-48.40813349859205,-12.294707350926984
7.347879607860731,2.0916542167897063,-50.60634970632876,-12.714794307213728
7.988451661385102,2.243745165915867,-54.0025999675775,-12.47121401707761
8.483884576993926,2.4272402029217335,-58.105414497098515,-11.652988283754826
8.868823388834148,2.664962570763831,-62.38987593031783,-10.392819144773036
9.187693988939884,2.974689701107431,-66.41708027045262,-8.8563940442836
9.488112266583885,3.3679547863077834,-69.87952075963221,-7.229876735997566
9.81440019738326,3.848618973326999,-72.5847805476234,-5.704597634768511
10.201829746293578,4.410550321208338,-74.4206401704816,-4.45948966942089
10.67179953553648,5.0342644598044615,-75.33045287083466,-3.642941439878447
11.228019312575528,5.683744230502022,-75.30456646395542,-3.3562957430870743
11.854079056032468,6.306453146022261,-74.38192915565362,-3.641229230932139
12.513423456338257,6.840029241386449,-72.65411739626438,-4.47313151856066
13.153175713829912,7.225967236208079,-70.26526393305886,-5.763024173369702
13.712476621738606,7.424730497417629,-67.40302484290115,-7.370893680770792
14.133625072772343,7.424191704825742,-64.27912993812352,-9.131250685582204
14.371857742644622,7.237919370919755,-61.104071570085324,-10.886301667045467
14.399776089328633,6.896629622323342,-58.06546516588924,-12.51669398016561
14.205733877765095,6.4383283694657285,-55.317629704539904,-13.959491810991194
13.789046529002475,5.900458956345576,-52.97969729950642,-15.208660791482771
13.155779844888594,5.314813914891782,-51.12860888449373,-16.300376629537244
12.317284343438153,4.704959502149862,-49.776270260354984,-17.289455395114565
11.291570591206913,4.085879259194945,-48.84597201532337,-18.22357790615522
10.106358356104161,3.4655917016845206,-48.18821870812572,-19.120770886151575
8.802160044568252,2.8483257489128477,-47.65175923940035,-19.954383499750204
7.43364959077005,2.2385004062980576,-47.164904280729544,-20.64855177423618
6.067732363456114,1.6444265514636491,-46.76961843478014,-21.085270322762288
4.7774338282295945,1.0805287505865435,-46.59950037380619,-21.12180963840784
3.6321045386125643,0.567130198915082,-46.83006716081365,-20.61529678502729
2.686076890985077,0.12749614231076473,-47.62671505844694,-19.450694586000314
1.9689356505603373,-0.21723030876875485,-49.09931669702736,-17.56899352932482
1.480313679563538,-0.45367126355943815,-51.26375341683525,-14.99257715498939
1.1906893870192372,-0.5805367822189138,-54.01230592280525,-11.842445414598211
1.047780736118954,-0.6101985617229202,-57.102236772075216,-8.338076000370828
0.986611774239069,-0.5671903512608989,-60.17579165920723,-4.771132351199383
0.9406277510752565,-0.48439266294080596,-62.815468578379296,-1.4548590252863192
0.8513965316657176,-0.3981581196826288,-64.61916875900637,1.333552743323072
0.6752208893593598,-0.34350333275242356,-65.26881461473398,3.3954996118055285
0.3860387025315223,-0.3500719124595715,-64.57385186592916,4.627879142848099
-0.02505762853843475,-0.4391898820124796,-62.487083148296996,5.019440003688377
-0.5527452494441097,-0.6221054236481011,-59.09855533834383,4.637351313776075
-1.181683315825626,-0.899392543862142,-54.6113083412038,3.6103463773087068
-1.8909051397495493,-1.2614380342954548,-49.29997926791998,2.108660823833048
-2.6574729199727263,-1.6898819521728312,-43.45768317039417,0.3197208870324162
-3.4587938049614424,-2.1598264345008964,-37.346261167174326,-1.5776264270373197
-4.273445497160277,-2.6425693735325395,-31.169829285882663,-3.433428412380642
-5.080871066170655,-3.1085704064409168,-25.084685353308572,-5.135101125530659
-5.8606983810247435,-3.5303327743171007,-19.243166570644117,-6.603076469325737
-6.592512969140061,-3.88491532913357,-13.852558919944306,-7.778781631042124
-7.256557243740095,-4.155885963173702,-9.21835602969492,-8.613045364203249
-7.835164071466271,-4.33463500975221,-5.740845567672084,-9.061661755117902
-8.314129566922938,-4.421001690738708,-3.852440070179383,-9.090405374034168
-8.68311026989868,-4.423122279774442,-3.9129384122079305,-8.686675581437996
-8.934627394569842,-4.356375624398445,-6.09668951036241,-7.871613999073721
-9.062067986153846,-4.241376035122016,-10.302513371014173,-6.70623508711403
-9.05766222835398,-4.101154440616007,-16.119411921263136,-5.287601295390785
-8.91143750557597,-3.9578878479895896,-22.891281638374696,-3.735256632385427
-8.611643685348861,-3.8296701553521144,-29.88857291181778,-2.1721982442705396
-8.146449157845375,-3.7278128320787545,-36.50562052724158,-0.7065457487930848
-7.506209164282243,-3.6550569337720473,-42.37140477481801,0.5810508902967028
-6.685530674139639,-3.604927062503836,-47.34334682794593,1.6421710590603225
-5.684700227679615,-3.5622843986950503,-51.437515084425485,2.4582892581163924
-4.510606489922333,-3.5049512936366907,-54.75386925033502,3.0335159422421323
-3.177727895688308,-3.4061390590411627,-57.42045018157026,3.3844584483737172
-1.7097006354423736,-3.23737393874745,-59.55536646673339,3.5285953765882967
-0.141317089637507,-2.97167264896632,-61.23891267967533,3.4728566573432227
1.4801656168048374,-2.5868000518817755,-62.490909563075945,3.205498848284243
3.096160785612874,-2.068487370952567,-63.25176185295038,2.6950706012755723
4.641694671614855,-1.4134512474243015,-63.36639447869388,1.8986619719444622
6.053901514777127,-0.6318965867617452,-62.57065461721169,0.7782900404791665
7.28176424220831,0.2510266291899171,-60.48792571576802,-0.6789198555936111
8.293795048133461,1.1954257907912134,-56.67372957235485,-2.44280338407892
9.081250901400402,2.1489709424353465,-50.80816332572661,-4.430355198663525
9.656553449204356,3.0514248043472163,-43.14547820349951,-6.50795359625865
10.04828420490199,3.8412272664355824,-34.96665691959839,-8.506070391454186
10.294611337342548,4.463673829445892,-28.20655621956416,-10.243043254114289
10.436643805580735,4.879713995501118,-24.274238418374146,-11.552021827368458
10.5127960934228,5.073642700396863,-23.481457984393067,-12.305748983204069
10.555039020372798,5.057464218393405,-25.403563452382272,-12.436903419157455
10.587540435712404,4.870148170583833,-29.35155371460769,-11.954456171817254
10.6274087337726,4.571467320212919,-34.598793865535704,-10.955781232118651
10.686411873669512,4.231857868000812,-40.4524434355452,-9.629510450128441
10.772263545755603,3.920792624081594,-46.28254225364155,-8.23916632828454
10.888539151956676,3.6961025757313912,-51.555046566127636,-7.079836747130799
11.033177967882413,3.5958949715461945,-55.873518737804545,-6.413373199215043
11.19633701177309,3.633876011492718,-59.01415050719254,-6.403442577836836
11.358734227333029,3.7983846810456767,-60.93522431077543,-7.07562526796219
11.491484821840928,4.055162977223689,-61.75194424442964,-8.316301576408172
11.557944240945696,4.353489018059754,-61.681664486614935,-9.907359191726114
11.517454863136116,4.634683993294422,-60.97531081896019,-11.581163965585136
11.330377415982177,4.8414425159282395,-59.85504060761459,-13.075596562520245
10.96352823791588,4.926291783977616,-58.474335190528336,-14.173868049048211
10.395145292929113,4.857859815781734,-56.90760022375997,-14.725306782135515
9.618634521301148,4.624279743183854,-55.16904460430934,-14.653159983796556
8.644474742434227,4.233628316899979,-53.257183656919686,-13.957550752927935
7.499801074693194,3.711649146948157,-51.21336376139409,-12.716817744377153
6.225492053537786,3.097245893846138,-49.162805446265594,-11.083600526078632
4.871155053268615,2.43649130419721,-47.294135310192594,-9.268864898961219
3.4890830398418333,1.7761711132049165,-45.770023423818714,-7.511197064528969
2.1286407746591274,1.1579913208248143,-44.632442370663014,-6.038089526711434
0.8322978383942776,0.6143784203503148,-43.777445255820545,-5.032362720675965
-0.36626667394908347,0.16634346178700796,-43.00489906110627,-4.613864558675905
-1.442424891624748,-0.1766490567128842,-42.09320996390079,-4.837340896783556
-2.380076972589343,-0.4152846303905369,-40.85667688224998,-5.700290702489872
-3.171024589017807,-0.558152539921207,-39.17442368524358,-7.1536554868414335
-3.8144558208315087,-0.6192940560034317,-36.998226589046844,-9.111050537510664
-4.316368206954405,-0.6159824099423978,-34.349798966535225,-11.455314100912316
-4.688623622492638,-0.56690780470509,-31.315083257545915,-14.043039007421987
-4.947432386926884,-0.49074304570978683,-28.03876955581862,-16.70892945931028
-5.111307093394463,-0.4050041477706017,-24.718012735852405,-19.272620013742497
-5.198789653420146,-0.32517844955317715,-21.591141964324244,-21.550185108447966
