l_knee_angle,r_knee_angle,lumbar_angle,torso_lean
5.721740529919285,5.887533009461404,18.00043360311344,3.5968442656070208
3.505092505198132,3.0487105429948422,18.05690844192479,3.9886843845905386
1.2871773756147413,0.27527034555900665,18.11905664797177,4.373061046789575
0.890049310140344,2.3332235437506257,18.19246039252414,4.742271188589989
2.980465410295713,4.696115319011222,18.287491701426433,5.0896214212767665
4.936807387101025,6.7596245794893015,18.42204909069145,5.40954499940518
6.715683831345098,8.500570778720375,18.62304923433694,5.697578399884647
8.283205817624317,9.92545427911659,18.926078940571287,5.950281304286016
9.619567471553903,11.065435778534557,19.373287579715175,6.165168542513504
10.721328878719026,11.968476979315723,20.010061391013533,6.340688214019849
11.600978870469199,12.69021524697293,20.88088872968247,6.476246793630092
12.284133396021101,13.285050035891034,22.024191573513974,6.572258101754247
12.805165616264611,13.798592824860648,23.465195056174917,6.630189280886051
13.20214852615745,14.26225683229067,25.205648723860328,6.652598250816202
13.511873602350452,14.690439507585308,27.210021278138186,6.6431831621152915
13.765559693590864,15.080508854027123,29.390401300214624,6.606860938416724
13.985758350017154,15.415596991018017,31.596807044421244,6.549846575298983
14.184837392738672,15.66990558251939,33.62352288624496,6.479643589904657
14.365181357739326,15.815744731342766,35.2399859260709,6.404826744000912
14.520879012438591,15.830966319617534,36.24292205159292,6.33453520083566
14.640307612980653,15.70512723151238,36.51082739634735,6.277692895525023
14.708852400116836,15.442923470674552,36.03622868733102,6.242093865091183
14.71111771447196,15.064193641267675,34.921860906453695,6.233581082922221
14.63233463578475,14.600783513239454,33.345445328992454,6.255559869494002
14.45906203335538,14.091342471385241,31.510968569172896,6.308999652707102
14.179528196861439,13.575411759830065,29.605877041805787,6.392919060053914
13.783998007698617,13.0879926515164,27.77554626129785,6.505188963600422
13.26541339051045,12.65535923406953,26.115809277574275,6.643392863491398
12.620327345675763,12.292423765808824,24.677656245108434,6.80547843484704
11.849928563099715,12.001621931878484,23.477110661539275,6.990003934453802
10.960814546397446,11.773114845914495,22.50543031831231,7.195902421676701
9.965162911398552,11.58607022083362,21.737385672117764,7.421825344748177
8.880075932720636,11.410813032127326,21.13716659841775,7.6652448868071925
7.7260984717265355,11.211667128896611,20.66244391253615,7.921553730065691
6.525183718974247,10.950327906101268,20.267591917086442,8.183389446943723
5.298628857792356,10.589626627417724,19.907215968922326,8.4403496806915
4.065607727676045,10.097568833065697,19.54083494732496,8.679191763040407
2.842798112673833,9.451515777348899,19.13872189158008,8.884552143078439
1.645264292602608,8.642285731462678,18.687676854938438,9.040172999024113
0.48835116750237484,7.677773037663891,18.19452156800573,9.130564487772805
0.6099750687098507,6.585458392321477,17.685193207274203,9.142950549081785
1.6270627659735681,5.413005002136621,17.198813186381706,9.06925710010283
2.5344842876512255,4.226135660335271,16.778304170945106,8.907830342545596
3.2984166417743883,3.1032891981605197,16.46062019844945,8.66454652728439
3.8816677121064127,2.1271918329171005,16.269526026762808,8.353018218802504
4.247154599394033,1.3743421765027055,16.212435367055388,7.993733006367644
4.362309558899295,0.9042384375339665,16.281155778230243,7.612166708755351
4.203686566002848,0.7506001521851088,16.455304143422705,7.2361398681751705
3.761038807240402,0.9165653327439821,16.706835215533417,6.892853022038356
3.0403100548649236,1.3749057595274414,17.004376548365236,6.606080421853667
2.065216415913268,2.073045587290349,17.316621627525105,6.393919897156793
0.8772702239328443,2.941549677151655,17.614665476052732,6.267340423866375
0.4658504900434707,3.904138428235344,17.87368370716899,6.229604960824406
1.8937304656571692,4.887324772799532,18.07460400190121,6.276520322178454
3.328578872815511,5.828290835566366,18.20627639231072,6.397392972817424
4.692393962598824,6.680275208371861,18.268090064897855,6.576535485171048
5.915261246024812,7.415258587490332,18.272236311638647,6.795147502694369
6.943568123310429,8.024072697716244,18.244395375596067,7.033373460081415
7.746673246482918,8.514296029503514,18.22197998312055,7.272319577489291
8.320735166074664,8.9064962040607,18.250063967048213,7.49580759014585
8.688923158330638,9.229534321240257,18.376041515467918,7.691669921938742
8.89797814883742,9.51573404263363,18.644274859021618,7.852458506645199
9.011847827783352,9.796689718683291,19.091517961900312,7.975533027820844
9.10362405584703,10.100301970122919,19.74326131363278,8.06258862172598
9.247117599965087,10.449297878027823,20.610803916795764,8.118758097279532
9.509171672414093,10.861100937136559,21.68896990708288,8.151468274748364
9.94342030329113,11.348589332665101,22.954790916996323,8.1692409324847
10.585816210227618,11.921123926573818,24.367845439748972,8.180607406279945
11.451985837076522,12.585265693617233,25.872939945935244,8.193252367033294
12.536329129468188,13.344778670868976,27.40525901734658,8.213423406524683
13.812717962635391,14.199738602540375,28.897179820206624,8.245566656659587
15.236578735020709,15.144776489879497,30.285141966996708,8.29211556563267
16.748010267012415,16.16665978771887,31.51477248216721,8.353389457776592
18.275450249206166,17.24156887255569,32.54302204931134,8.427626330652922
19.739478657668897,18.332622237399306,33.337176393042945,8.511230924158765
21.05678419742414,19.388499565972847,33.87189700778492,8.599324684985083
22.144922317340573,20.34435579667864,34.126419101925286,8.686623754219076
22.928755651629302,21.126366675498183,34.08416213301331,8.768553614357026
23.34891924163027,21.660777700913,33.73599783697512,8.8423742710414
23.37123702793077,21.886866763373014,33.086482299974776,8.908006642893138
22.994362000913146,21.77096361776944,32.16032109586928,8.968282363696222
22.252237893923056,21.31680584819723,31.005437045883543,9.028494821099356
21.209290393397733,20.567765565181706,29.6901515892483,9.095347522983097
19.949219614648953,19.599445160601057,28.294777451048333,9.175578095655599
18.561051175912965,18.505202634384982,26.900568059922094,9.27460906571089
17.126833712661753,17.379674895626657,25.579727929634398,9.39553198380071
15.713816903735843,16.305016880861245,24.38890954566229,9.538610731660144
14.371506478687504,15.342284189932975,23.366601346170718,9.701343450158216
13.132210845057537,14.527984485167506,22.533358157005736,9.878989595289479
12.0131591211447,13.87446135588535,21.893385612345227,10.06537446711564
11.018710972206021,13.372545406024578,21.43630621108905,10.253741043106725
10.142019285357007,12.995324873192672,21.13855224387909,10.437433199058553
9.366254803742004,12.702431319192279,20.964441551183835,10.61026340050244
8.665900810744205,12.444613330302527,20.86749639884694,10.766526551516067
8.008667384543793,12.168531289753956,20.79292847820262,10.900739430851106
7.358393937216738,11.821722776885426,20.682305135210804,11.007275267274574
6.679035514886217,11.35764176020788,20.480976747894463,11.080099260205866
5.939527350869006,10.740603087498435,20.14765535752103,11.11278814938437
5.119031166254467,9.950369539887726,19.6637885058346,11.098946735177334
4.211825204350733,8.985991363311289,19.03905498220057,11.033034047542543
3.230948042417498,7.868354014394214,18.30981175522481,10.911499794373164
2.209696529739843,6.640771996434839,17.530100594025157,10.734025052620435
1.2002777905077593,5.366998861937406,16.758385349873976,10.50457695378877
0.26935954828192865,4.126290630844395,16.045060198040836,10.231946478478894
0.5091081711805591,3.0056518996078454,15.424793451604689,9.929469674655751
1.062794252716545,2.0900184126116352,14.915048657362105,9.613765746035911
1.3302035594632426,1.451740756750324,14.519596677281932,9.302573163936003
1.2687697524251988,1.141131010364631,14.234582755380893,9.012084132585333
0.8606616837090452,1.1798105009501028,14.054691285469039,8.75443910495971
0.11556818935452871,1.5580746577459677,13.977649120187182,8.536079130620355
0.9298059001827801,2.2366227485462207,14.006264308479416,8.357394663287257
2.215319442290055,3.1520955128267265,14.148073612452379,8.21367323187858
3.6633949757070727,4.225209302494087,14.413232433732293,8.096961498259725
5.18650531578784,5.370013714563059,14.811449971211447,7.998278115594473
6.69520266437024,6.502903787155452,15.348662205673785,7.909647897195778
8.105951564181494,7.550340821069116,16.023935130239455,7.825588652404323
9.348267610908643,8.454627619296415,16.826945241609405,7.743882291096534
10.370785591733721,9.177475272965088,17.736373704290582,7.665642904699607
11.145844778043692,9.701454401746563,18.719693713147464,7.594822687132635
11.672071648092333,10.029674740015096,19.73502640875639,7.537360665816935
11.974449943810113,10.184127244523763,20.73571462119176,7.500184684866979
12.101644035356172,10.203079259391602,21.677659328581047,7.4902389764332735
12.12082134763071,10.137818398292106,22.52819365158861,7.513649678279104
12.110669964918998,10.048962403649305,23.273919929522275,7.575078803036207
12.153530158067175,10.002502200503343,23.92457006048746,7.6772643323816006
12.327508292026453,10.065687403941244,24.51113764584757,7.820705704756147
12.699202170900291,10.302766449422286,25.07864860282105,8.003436661927568
13.317378155500652,10.770480372038172,25.675664745523036,8.220840881350952
14.207732940971622,11.51314760756302,26.343070378256122,8.465516590814943
15.368829158234407,12.557230608631926,27.104025966199284,8.727273318717607
16.769437414898952,13.905480093230205,27.956040637037923,8.993410013087772
18.347802185147906,15.531132659209481,28.865709984421905,9.24943141631641
20.013645920670736,17.373205314764895,29.76697083928745,9.480283045428392
21.65384587823603,19.334638886441493,30.56428743320761,9.672043792795424
23.14245100246235,21.285650395341655,31.142286579010715,9.81386144376222
24.354851075030993,23.074573112032407,31.38246475940353,9.899794001520377
25.184448528974816,24.546909444756476,31.185594747618808,9.930148910654895
25.558576955237225,25.570098425136056,30.495712601841607,9.91192165505603
25.449576436668483,26.057880406978107,29.31886175726854,9.858069514273506
24.877665699545386,25.986547652999494,27.72867764539284,9.785625538024807
23.904554472050677,25.397462974135504,25.85373002284373,9.71299111113866
22.619693694219773,24.385225604986253,23.849074351005008,9.657007124985968
21.12327482201865,23.07599424040135,21.862696895503184,9.63046840271778
19.51052622266238,21.60308214692908,20.00971471304877,9.640582461930434
17.860520747995245,20.086206403449886,18.361356973824122,9.688565459767487
16.230603368351566,18.617906342346178,16.947337511390568,9.77025382762401
14.655821977327774,17.25762112141476,15.765496203652088,9.877404545754404
13.15190011463354,16.03203043125619,14.792791595532012,9.999304511264222
11.72016588886074,14.93966872519395,13.99434383452708,10.124376492040785
10.353095014517717,13.958012550669132,13.329728373402544,10.241579681366474
9.039497974838179,13.051655046103079,12.757122662372756,10.341494945401172
7.768770459669457,12.18051727989191,12.236313684141276,10.417039319534812
6.533971878176951,11.307256171652357,11.731401071755485,10.463784628026621
5.33374897927331,10.403186742132757,11.21360318712608,10.479886971458145
4.173274542403473,9.452229394893024,10.664070493645301,10.465684342128094
3.064462123752101,8.452678642669657,10.076167453567487,10.4230795513431
2.025745991751776,7.4169486520083545,9.456459984362834,10.354864746150657
1.0816349421952,6.369763503278151,8.823782136154865,10.26413855517528
0.26206655379142957,5.3453908918913555,8.206266902786997,10.153919481674283
0.3986029202355495,4.38444690921364,7.636907513168055,10.02699049793301
0.8632375931079915,3.5306273550200373,7.148706397234869,9.885942393894187
1.0944263133980343,2.827548184127122,6.770500033994953,9.733332846385442
1.0579551414328734,2.31574281409513,6.524158908052284,9.571853843535678
0.7271497096077864,2.0297822531657235,6.423335683458439,9.404406601363718
0.08775300348441376,1.9954670966407804,6.473539918273131,9.234020573049543
0.8572467798510862,2.227095737939231,6.673153372545353,9.063618281607607
2.0836747183641062,2.724954521499142,7.015016808417558,8.895707255203417
3.5441571166491603,3.473397534564424,7.488304066767784,8.732140606974419
5.1691319562776155,4.440113135935775,8.080457513791808,8.574086997486653
6.871704689742445,5.577271519632748,8.778963042114839,8.422275858543324
8.556466948142669,6.825062788929983,9.57272377780072,8.277469597112402
10.131344069396409,8.117604296076374,10.452796628962894,8.141019090878213
11.520504053100817,9.390454162114994,11.412305711629362,8.015321129766056
12.675818272102202,10.588353030610373,12.445422288635248,7.904016964055212
13.584571197701443,11.671661129781825,13.545393030285084,7.811829137280364
14.271950210572804,12.620327758072944,14.701786138611999,7.744015121339297
14.797946805361189,13.434894104208631,15.897555490766246,7.705512962922684
15.249327820350743,14.134681316670443,17.107238119260565,7.699943721635209
15.728084898210694,14.753770354709822,18.298261500801665,7.728683231207103
16.33812692903652,15.335587752713607,19.437049634447504,7.7902054543905725
17.171899967384373,15.92688959773506,20.499459268491123,7.879847529121963
18.298196435519316,16.57174975943806,21.481639183523434,7.990078128531527
19.75189353366809,17.3059025832789,22.405491382589958,8.111277227422322
21.52601907310067,18.151559420627866,23.314952865868573,8.232955733108133
23.566560255896107,19.11270928796705,24.26388881517527,8.34525997166991
25.770801253581052,20.17102507164272,25.29941490050995,8.440535596263487
27.990460308458335,21.2828760841675,26.443985868259592,8.514694707383441
30.041063337078672,22.37852400533512,27.677505108641757,8.568151429795167
31.71845154970561,23.365111682927044,28.920378619255214,8.606148467606262
32.82202108349032,24.13510651957483,30.022066744934655,8.638364586829281
33.18248399154469,24.58089010459431,30.766612196901384,8.677765200329809
32.68994893225717,24.613946696039324,30.910758129054283,8.73875160857373
31.316383714761987,24.1842475914871,30.259902711270993,8.834791874120903
29.12586864009182,23.293615695456406,28.7564831026845,8.975861594949993
26.26769674213719,21.99777329360832,26.52546496397629,9.16613713453099
22.952060861096793,20.395623391676263,23.83502440464701,9.402408899225446
19.414468788254105,18.609207933846523,20.993791654446493,9.673580641422719
15.879488043621993,16.7609731785318,18.254582378489427,9.961394187917493
12.533720265364083,14.954893248375035,15.773826395932653,10.242221824192482
9.512595466121866,13.265275400349584,13.621999189802388,10.489513762463107
6.899518668242157,11.73366093828886,11.814374817299376,10.67639999795813
4.732546160494459,10.37187459858137,10.339127113057055,10.778060892127412
3.0137275839190654,9.168533985838325,9.175257572918218,10.773704878952763
1.7180229666589644,8.096769171346576,8.301469445931794,10.648179362828248
0.8006146654184942,7.121756012756523,7.699183962448795,10.393305179790337
0.20268897544855802,6.207388650756009,7.3522758794022645,10.008969640603928
0.14367403350790192,5.321816109269157,7.245115436682506,9.503895432391667
0.3107896347067019,4.441696112073842,7.359849083609605,8.8958905641797
0.37037076730962615,3.5550264506650398,7.673551446457251,8.211336858417846
0.388199111111166,2.662435283922364,8.155792025833874,7.483728972418763
0.41884974924570345,1.7768977340738896,8.76713067703693,6.751238617178879
0.5011370223360798,0.9219906722281478,9.458983774598803,6.0535176317836745
0.6549961606084543,0.12898041066216434,10.175168071595271,5.428186815401094
0.8803322590159458,0.5667944293688512,10.855244831589278,4.90757036286284
1.1580394729469854,1.1297069446454004,11.4395156299019,4.516168308889404
1.4530323570111758,1.5273043775027046,11.875120528606162,4.269159456981649
1.7188352756719745,1.7331091194597574,12.122255101998835,4.171985569532841
1.903100699185272,1.7286095767455905,12.159290101853411,4.220850862326352
1.9533857954586542,1.5044571837032803,11.985735252611876,4.403833460134661
1.8225919280997196,1.0609784123959538,11.622525201306221,4.702290065790445
1.4736189431457212,0.4081313445582784,11.109807177183427,5.09233459751476
0.8829343673758203,0.4349925544095826,10.502976565609547,5.5463284942469375
0.04284008725408075,1.44108473844755,9.867924749949346,6.034466580681544
1.0377819655606635,2.5760006148792653,9.276331636598972,6.526617638769684
2.3344943423024356,3.8007144736880094,8.801545031389896,6.994527599009814
3.8102892437097773,5.073933745650321,8.515369082627195,7.41428966831355
5.420445054527203,6.355310378244523,8.486000601152789,7.768693543448197
7.118647187714722,7.608969803479918,8.777206385720868,8.048856720804118
8.863213695848817,8.806908957635919,9.44827925893691,8.254588675973858
10.622008495600936,9.93176764528149,10.553143528014342,8.393259507713429
